Epoch,Training Loss,Validation Loss
92,0.10271692276000977,0.05967411398887634
93,0.1000220850110054,0.059952545911073685
94,0.12219728529453278,0.060149144381284714
95,0.12144730240106583,0.060249656438827515
96,0.11286529153585434,0.060346391052007675
97,0.08786259591579437,0.06027767062187195
98,0.1034560427069664,0.06006421148777008
99,0.09013792872428894,0.05939704179763794
100,0.10252474248409271,0.05855356901884079
101,0.1125819981098175,0.0581856295466423
102,0.11081621050834656,0.058302707970142365
103,0.08733348548412323,0.05890439823269844
104,0.10502675175666809,0.05966265872120857
105,0.1045876145362854,0.06035342067480087
106,0.13767468929290771,0.05953769385814667
107,0.11079340428113937,0.05819576233625412
108,0.10697194933891296,0.057689860463142395
109,0.10740835219621658,0.05777246505022049
110,0.10670547187328339,0.058185115456581116
111,0.09925026446580887,0.05858849734067917
112,0.10431315004825592,0.05878583341836929
113,0.0990310087800026,0.05830525606870651
114,0.0883713960647583,0.05756109952926636
115,0.11214615404605865,0.05707849562168121
116,0.10925351083278656,0.057176265865564346
117,0.08034566789865494,0.057651832699775696
118,0.10889433324337006,0.057778552174568176
119,0.0934266448020935,0.05736673250794411
120,0.10312477499246597,0.056751757860183716
121,0.11190588027238846,0.05650047957897186
122,0.10065040737390518,0.05686797946691513
123,0.11718716472387314,0.05745755136013031
124,0.10082574188709259,0.058311060070991516
125,0.11130727827548981,0.059082698076963425
126,0.09952566027641296,0.058458805084228516
127,0.1107400506734848,0.057375892996788025
128,0.11621362715959549,0.05617035552859306
129,0.09648317843675613,0.05545656755566597
130,0.10250908881425858,0.055088646709918976
131,0.1096901074051857,0.05482596531510353
132,0.11404477059841156,0.05455510690808296
133,0.10625448822975159,0.05429759621620178
134,0.11010769009590149,0.053964488208293915
135,0.10107272863388062,0.05378153920173645
136,0.10585182160139084,0.05381191521883011
137,0.11051412671804428,0.05411967635154724
138,0.12289793789386749,0.053802087903022766
139,0.08711639791727066,0.05292308330535889
140,0.09110286086797714,0.051894236356019974
141,0.07090237736701965,0.05154144763946533
142,0.08730775117874146,0.05137796700000763
143,0.08439429104328156,0.05123072862625122
144,0.09489269554615021,0.05018046498298645
145,0.08816754072904587,0.04893459007143974
146,0.08358971029520035,0.04819078743457794
147,0.11085772514343262,0.04793628305196762
148,0.1246710792183876,0.046681150794029236
149,0.10186740756034851,0.045736245810985565
150,0.11008448898792267,0.04548626393079758
151,0.0669790655374527,0.047873396426439285
152,0.0719207227230072,0.0490090437233448
153,0.11462081968784332,0.04380504786968231
154,0.09390106052160263,0.04051804915070534
155,0.09004027396440506,0.0421043299138546
156,0.10337880253791809,0.038675542920827866
157,0.08454601466655731,0.04556689411401749
158,0.11167216300964355,0.04619878530502319
159,0.06896422803401947,0.04130931571125984
160,0.08169366419315338,0.03889642655849457
161,0.07003343105316162,0.038737278431653976
162,0.08909948915243149,0.04317473620176315
163,0.08840535581111908,0.044495388865470886
164,0.08993811905384064,0.041607268154621124
165,0.0835040882229805,0.03995751217007637
166,0.08689197897911072,0.04031650349497795
167,0.08973038196563721,0.0415370799601078
168,0.08484457433223724,0.049327291548252106
169,0.10485020279884338,0.0587671734392643
170,0.09160759299993515,0.04525190591812134
171,0.09777157008647919,0.04263152927160263
172,0.08349741995334625,0.042187634855508804
173,0.07013121247291565,0.044725313782691956
174,0.08532793074846268,0.06025718152523041
175,0.0897226333618164,0.05162765830755234
176,0.07260578870773315,0.04245227202773094
177,0.06755398213863373,0.048080042004585266
178,0.08857337385416031,0.04271695017814636
179,0.06954416632652283,0.051163725554943085
180,0.06390275061130524,0.0605182945728302
181,0.06714708358049393,0.05775042995810509
182,0.05582397058606148,0.04194480925798416
183,0.05718757212162018,0.04144462198019028
184,0.09022745490074158,0.050530657172203064
185,0.05872563272714615,0.08080904930830002
186,0.07394872605800629,0.0496579110622406
187,0.05892585217952728,0.038366205990314484
188,0.05936916545033455,0.03771636262536049
189,0.05743692070245743,0.055740728974342346
190,0.05197887122631073,0.07087726891040802
191,0.040575698018074036,0.05169747397303581
192,0.054289959371089935,0.03602097928524017
193,0.05460008978843689,0.043812479823827744
194,0.05865392088890076,0.05890761315822601
195,0.053662799298763275,0.05731552466750145
196,0.06671848893165588,0.03824755921959877
197,0.07018298655748367,0.039841633290052414
198,0.06847043335437775,0.06235227361321449
199,0.07257507741451263,0.05192912742495537
200,0.06996796280145645,0.04215473681688309
201,0.045095063745975494,0.04147152975201607
202,0.04814548045396805,0.053809043020009995
203,0.0494939386844635,0.059221163392066956
204,0.0890161544084549,0.04396030306816101
205,0.06357725709676743,0.043422549962997437
206,0.07034485787153244,0.06359025835990906
207,0.0488334596157074,0.06816652417182922
208,0.056674130260944366,0.057579588145017624
209,0.08080112934112549,0.03972926363348961
210,0.07008999586105347,0.04310823231935501
211,0.06665200740098953,0.07437867671251297
212,0.0665726289153099,0.06063590198755264
213,0.07587114721536636,0.0405612476170063
214,0.06523945182561874,0.04652978852391243
215,0.06431813538074493,0.04523225128650665
216,0.06566202640533447,0.04768587276339531
217,0.05186515673995018,0.05506891384720802
218,0.06429173797369003,0.0737052708864212
219,0.054317254573106766,0.059722982347011566
220,0.05297653004527092,0.04830353334546089
221,0.045016638934612274,0.0463356077671051
222,0.083605095744133,0.05082263424992561
223,0.052341561764478683,0.047150012105703354
224,0.05329728126525879,0.0687216967344284
225,0.06705397367477417,0.06411921232938766
226,0.05812254175543785,0.05027110129594803
227,0.07603543996810913,0.05845094472169876
228,0.05983811244368553,0.05087707191705704
229,0.05235254019498825,0.04502585530281067
230,0.05540692061185837,0.05508582666516304
231,0.06797730922698975,0.07931050658226013
232,0.05199681222438812,0.06440532207489014
233,0.0622517354786396,0.04292774200439453
234,0.07319509238004684,0.048095978796482086
235,0.04358040168881416,0.0767124593257904
236,0.04892956465482712,0.12021145224571228
237,0.08976314961910248,0.06068403273820877
238,0.06434503942728043,0.0381939560174942
239,0.07620705664157867,0.03811565786600113
240,0.07717099040746689,0.05410727113485336
241,0.0616084448993206,0.08326715230941772
242,0.06715916842222214,0.0644448846578598
243,0.05473798140883446,0.05003923922777176
244,0.04318768531084061,0.04314998909831047
245,0.048436135053634644,0.048008259385824203
246,0.0456489659845829,0.0557466559112072
247,0.06141449511051178,0.06191731616854668
248,0.059865787625312805,0.05598767101764679
249,0.06856950372457504,0.043355561792850494
250,0.046281684190034866,0.038164183497428894
251,0.0563402958214283,0.049994904547929764
252,0.058182165026664734,0.0788346379995346
253,0.07140910625457764,0.08790083974599838
254,0.04881630837917328,0.06503159552812576
255,0.08374552428722382,0.036727506667375565
256,0.0742417722940445,0.03666813671588898
257,0.07538061589002609,0.05037746578454971
258,0.06581620872020721,0.07670248299837112
259,0.05386142432689667,0.0689568966627121
260,0.0625966265797615,0.04516657069325447
261,0.05115247517824173,0.037823088467121124
262,0.061428483575582504,0.03771282359957695
263,0.07052325457334518,0.04364524781703949
264,0.06335142254829407,0.05931048095226288
265,0.03632591664791107,0.07299286872148514
266,0.054440125823020935,0.06830840557813644
267,0.06623902171850204,0.04794579744338989
268,0.05083862692117691,0.04358506575226784
269,0.04878746718168259,0.040379174053668976
270,0.04915076494216919,0.04377501457929611
271,0.056868039071559906,0.049763765186071396
272,0.06382923573255539,0.05224918946623802
273,0.0593588761985302,0.050454527139663696
274,0.055037081241607666,0.048261359333992004
275,0.03994414210319519,0.04222812131047249
276,0.05278616398572922,0.04697320982813835
277,0.050072427839040756,0.059229109436273575
278,0.05492636188864708,0.07644320279359818
279,0.05970916897058487,0.06952124834060669
280,0.05069904401898384,0.0471830740571022
281,0.05073011666536331,0.045569490641355515
282,0.06292307376861572,0.05232657492160797
283,0.06183544918894768,0.0623406358063221
284,0.04450029134750366,0.059508901089429855
285,0.035081956535577774,0.045775555074214935
286,0.06154913827776909,0.043713171035051346
287,0.05601688474416733,0.05202249065041542
288,0.06428848952054977,0.0614221952855587
289,0.049934107810258865,0.04787515476346016
290,0.059494905173778534,0.041773464530706406
291,0.04716316610574722,0.048749860376119614
292,0.05546790361404419,0.06704924255609512
293,0.047236476093530655,0.07340848445892334
294,0.05113903433084488,0.05601004883646965
295,0.06457763910293579,0.03927464038133621
296,0.06421679258346558,0.03664654493331909
297,0.044684186577796936,0.04585927724838257
298,0.043762870132923126,0.08891798555850983
299,0.07508477568626404,0.10249076783657074
300,0.07000728696584702,0.04602447524666786
301,0.05674450844526291,0.03629789873957634
302,0.05861563980579376,0.03631123527884483
303,0.059537746012210846,0.049278877675533295
304,0.050045061856508255,0.08475302904844284
305,0.04359880089759827,0.10797268152236938
306,0.06850319355726242,0.07068424671888351
307,0.05134119838476181,0.045056652277708054
308,0.06203760206699371,0.0365106575191021
309,0.06660131365060806,0.03723568841814995
310,0.052473247051239014,0.05266061797738075
311,0.052181340754032135,0.08449932187795639
312,0.0759468674659729,0.07795508950948715
313,0.09523575752973557,0.04108228534460068
314,0.04939993470907211,0.035577256232500076
315,0.07380232959985733,0.04243594780564308
316,0.057212553918361664,0.06425011157989502
317,0.05119338259100914,0.08705919235944748
318,0.06248174607753754,0.06913163512945175
319,0.055144645273685455,0.041555289179086685
320,0.044163778424263,0.0358261801302433
321,0.0680147036910057,0.04347442835569382
322,0.06287822872400284,0.06702250987291336
323,0.0523526594042778,0.08951172977685928
324,0.069600410759449,0.07263879477977753
325,0.060411591082811356,0.04846271872520447
326,0.07147525250911713,0.03572338446974754
327,0.05150748789310455,0.038581911474466324
328,0.04342423006892204,0.04801095277070999
329,0.05894293263554573,0.06679359823465347
330,0.04408615827560425,0.06823378056287766
331,0.06323342770338058,0.05106866732239723
332,0.038096778094768524,0.04669269174337387
333,0.07238725572824478,0.049973443150520325
334,0.07691419124603271,0.05625465512275696
335,0.04195858910679817,0.05380748584866524
336,0.06960125267505646,0.04295805096626282
337,0.06739545613527298,0.03649084270000458
338,0.06566163897514343,0.04563282057642937
339,0.0464838407933712,0.0655575767159462
340,0.02916174754500389,0.0872776210308075
341,0.07349684089422226,0.06545490771532059
342,0.05487268418073654,0.04319539666175842
343,0.06097317114472389,0.03757031261920929
344,0.06931544095277786,0.03757917881011963
345,0.061703868210315704,0.050367388874292374
346,0.04356209933757782,0.08212906867265701
347,0.06051986664533615,0.09689940512180328
348,0.05222618207335472,0.07769834995269775
349,0.0671893060207367,0.047184161841869354
350,0.04680421203374863,0.038487352430820465
351,0.04762966185808182,0.04080921411514282
352,0.044487364590168,0.057543836534023285
353,0.047299958765506744,0.07621623575687408
354,0.056933507323265076,0.08173291385173798
355,0.06304635107517242,0.056558530777692795
356,0.057093679904937744,0.040229059755802155
357,0.05930696427822113,0.03717943653464317
358,0.06744728237390518,0.04039746895432472
359,0.06836339831352234,0.05514925718307495
360,0.05692117661237717,0.07024198770523071
361,0.03902203589677811,0.07746254652738571
362,0.07266606390476227,0.05344361066818237
363,0.04325355589389801,0.04286535084247589
364,0.054075080901384354,0.03755596652626991
365,0.0671670213341713,0.043637681752443314
366,0.062339771538972855,0.057875826954841614
367,0.05270743370056152,0.08297667652368546
368,0.0697074756026268,0.07600614428520203
369,0.044896259903907776,0.05196327716112137
370,0.045097339898347855,0.038382355123758316
371,0.0461592823266983,0.036024343222379684
372,0.05459006875753403,0.04512466490268707
373,0.055026184767484665,0.06499497592449188
374,0.042681388556957245,0.06281024217605591
375,0.053992658853530884,0.049044471234083176
376,0.05991530790925026,0.03806193917989731
377,0.040892086923122406,0.03941909968852997
378,0.05102958902716637,0.050638362765312195
379,0.048999570310115814,0.07043813914060593
380,0.05409687012434006,0.07383958250284195
381,0.05647365003824234,0.06110084429383278
382,0.04938967525959015,0.04587236046791077
383,0.043254703283309937,0.04369800165295601
384,0.05027002468705177,0.05606486275792122
385,0.053900234401226044,0.05831469967961311
386,0.0536678284406662,0.04879649356007576
387,0.04746510088443756,0.04166145622730255
388,0.04055206477642059,0.0493328683078289
389,0.052237071096897125,0.06320200860500336
390,0.04923020303249359,0.06410045921802521
391,0.06165221706032753,0.052932605147361755
392,0.06102905049920082,0.05103857070207596
393,0.038719985634088516,0.051259845495224
394,0.04718899726867676,0.04661116749048233
395,0.05071677640080452,0.04061520844697952
396,0.05120713263750076,0.043687790632247925
397,0.051909349858760834,0.058706171810626984
398,0.046792928129434586,0.07529424130916595
399,0.043733980506658554,0.06047212332487106
400,0.049311283975839615,0.04946117475628853
401,0.04849850386381149,0.04438091069459915
402,0.03588172793388367,0.04740539938211441
403,0.05231504142284393,0.047769829630851746
404,0.056826651096343994,0.049019139260053635
405,0.045328155159950256,0.06293720006942749
406,0.056876543909311295,0.09145250171422958
407,0.06373600661754608,0.06394614279270172
408,0.05221661552786827,0.0314333476126194
409,0.05256771668791771,0.02709330804646015
410,0.07217894494533539,0.04540547728538513
411,0.05356917530298233,0.1047717034816742
412,0.03982159495353699,0.1095036119222641
413,0.07459376752376556,0.049352191388607025
414,0.033747829496860504,0.02956719696521759
415,0.06413403898477554,0.034297626465559006
416,0.03918001055717468,0.057333093136548996
417,0.04787328466773033,0.07585152983665466
418,0.049474723637104034,0.06532453745603561
419,0.031588345766067505,0.05449453368782997
420,0.0573410838842392,0.04761931300163269
421,0.047905102372169495,0.05375371128320694
422,0.02915279194712639,0.0648512914776802
423,0.041021499782800674,0.06356125324964523
424,0.04154306277632713,0.057061102241277695
425,0.03009854257106781,0.05808347463607788
426,0.04169156402349472,0.064114049077034
427,0.0562409907579422,0.07081480324268341
428,0.038697749376297,0.06600900739431381
429,0.041915155947208405,0.07575137913227081
430,0.024845683947205544,0.05942928045988083
431,0.04644427448511124,0.020034173503518105
432,0.0635535717010498,0.027107862755656242
433,0.042127203196287155,0.08948902040719986
434,0.04434652253985405,0.10270829498767853
435,0.05608697235584259,0.04120713099837303
436,0.038023367524147034,0.01507496740669012
437,0.06600122153759003,0.03540913015604019
438,0.0477076955139637,0.13185150921344757
439,0.045170918107032776,0.12418385595083237
440,0.06212732568383217,0.023596955463290215
441,0.04254208505153656,0.012205485254526138
442,0.07505930960178375,0.013933958485722542
443,0.04155687242746353,0.03508784994482994
444,0.025627024471759796,0.08584922552108765
445,0.03816758841276169,0.12726689875125885
446,0.052602678537368774,0.08674471080303192
447,0.038765549659729004,0.0318545363843441
448,0.027654387056827545,0.012728765606880188
449,0.05994430556893349,0.010970983654260635
450,0.03857507184147835,0.01954185962677002
451,0.03253442794084549,0.03875459358096123
452,0.03373965620994568,0.0447339303791523
453,0.023611215874552727,0.061319902539253235
454,0.034479156136512756,0.04209807515144348
455,0.022486958652734756,0.014203905127942562
456,0.02568437159061432,0.008891175501048565
457,0.029689479619264603,0.012478852644562721
458,0.015024587512016296,0.02395635098218918
459,0.044651180505752563,0.019688980653882027
460,0.024285465478897095,0.0244416743516922
461,0.020674534142017365,0.03319144994020462
462,0.021791649982333183,0.032841891050338745
463,0.027672357857227325,0.020080067217350006
464,0.032482050359249115,0.021425221115350723
465,0.02029237151145935,0.0314810536801815
466,0.02638045884668827,0.05161876976490021
467,0.021703746169805527,0.03651021793484688
468,0.011089466512203217,0.027603264898061752
469,0.02350599318742752,0.027739034965634346
470,0.026753582060337067,0.03887605667114258
471,0.026478730142116547,0.07249496877193451
472,0.05308002606034279,0.0388355553150177
473,0.0316496342420578,0.021834444254636765
474,0.043144769966602325,0.01652221940457821
475,0.02985190600156784,0.019767405465245247
476,0.029096068814396858,0.05554137006402016
477,0.030449967831373215,0.08646251261234283
478,0.03534615784883499,0.05741618201136589
479,0.022726314142346382,0.03207441791892052
480,0.014580127783119678,0.020635467022657394
481,0.022119995206594467,0.02015264704823494
482,0.015510687604546547,0.025352459400892258
483,0.01763484627008438,0.04822526127099991
484,0.023522527888417244,0.031225774437189102
485,0.018427204340696335,0.01662156544625759
486,0.03141045942902565,0.021305358037352562
487,0.029618248343467712,0.046192970126867294
488,0.017155690118670464,0.06567732989788055
489,0.023804888129234314,0.07459110766649246
490,0.02668658271431923,0.030075348913669586
491,0.018431616947054863,0.01793440245091915
492,0.02880943939089775,0.02050607092678547
493,0.030847275629639626,0.04213540256023407
494,0.02126474119722843,0.049799881875514984
495,0.044242359697818756,0.023530486971139908
496,0.02531568333506584,0.015803435817360878
497,0.037826068699359894,0.02042834460735321
498,0.021617669612169266,0.03600427135825157
499,0.013639723882079124,0.0789790004491806
500,0.02405114844441414,0.11540612578392029
501,0.06589245051145554,0.02580985240638256
502,0.0270373672246933,0.00805535539984703
503,0.04737410694360733,0.010655553080141544
504,0.06242068111896515,0.010014845989644527
505,0.03729698807001114,0.030485577881336212
506,0.02833469957113266,0.11601023375988007
507,0.05310812592506409,0.13534586131572723
508,0.07233744859695435,0.05398084223270416
509,0.019042054191231728,0.02355363219976425
510,0.02800079807639122,0.017523162066936493
511,0.041217900812625885,0.016898244619369507
512,0.023496797308325768,0.017941707745194435
513,0.03340675309300423,0.025686349719762802
514,0.027595819905400276,0.044213466346263885
515,0.020565170794725418,0.06851991266012192
516,0.023615246638655663,0.06816313415765762
517,0.02883238159120083,0.034878384321928024
518,0.01640668697655201,0.012890503741800785
519,0.016436342149972916,0.005683588795363903
520,0.024868495762348175,0.004641303326934576
521,0.023239653557538986,0.0051088640466332436
522,0.031932830810546875,0.008851283229887486
523,0.018980978056788445,0.01773204281926155
524,0.017125530168414116,0.026868082582950592
525,0.01807146519422531,0.03625032678246498
526,0.02687622420489788,0.0271297637373209
527,0.021792463958263397,0.016977788880467415
528,0.020902661606669426,0.0155443474650383
529,0.023968007415533066,0.017569752410054207
530,0.026120632886886597,0.016856642439961433
531,0.027351360768079758,0.01721278764307499
532,0.02140108123421669,0.024672362953424454
533,0.02135608159005642,0.028822578489780426
534,0.02321748062968254,0.01970638893544674
535,0.021739203482866287,0.012119298800826073
536,0.0211434755474329,0.011453686282038689
537,0.025181954726576805,0.011070583015680313
538,0.013679048046469688,0.012276967987418175
539,0.018552759662270546,0.015530010685324669
540,0.014491012319922447,0.0183805450797081
541,0.020412111654877663,0.024404257535934448
542,0.011688555590808392,0.025717133656144142
543,0.011917758733034134,0.021300654858350754
544,0.007119881920516491,0.01651957258582115
545,0.011804811656475067,0.015715695917606354
546,0.017546631395816803,0.015622344799339771
547,0.0225406214594841,0.016002755612134933
548,0.02124984748661518,0.015788255259394646
549,0.016126908361911774,0.01592664234340191
550,0.019175365567207336,0.016185499727725983
551,0.017848260700702667,0.017297694459557533
552,0.014650825411081314,0.017747636884450912
553,0.013966642320156097,0.018908727914094925
554,0.02181735634803772,0.02535976469516754
555,0.01609896682202816,0.026009924709796906
556,0.020142272114753723,0.02145407162606716
557,0.0169619582593441,0.019664306193590164
558,0.01878420263528824,0.01922265812754631
559,0.0078055476769804955,0.019765887409448624
560,0.020492978394031525,0.022812645882368088
561,0.009176500141620636,0.022537339478731155
562,0.008692336268723011,0.0198490172624588
563,0.009521868079900742,0.01803809590637684
564,0.01071198470890522,0.017651798203587532
565,0.013618899509310722,0.018672270700335503
566,0.017259087413549423,0.020997468382120132
567,0.012978262268006802,0.023644542321562767
568,0.025693455711007118,0.016864890232682228
569,0.016532763838768005,0.017611313611268997
570,0.007879713550209999,0.02264706790447235
571,0.008456156589090824,0.025539187714457512
572,0.014774700626730919,0.02317863702774048
573,0.010353714227676392,0.02160436287522316
574,0.008555774576961994,0.021377021446824074
575,0.0043886033818125725,0.022130126133561134
576,0.0176878459751606,0.01891740970313549
577,0.008114395663142204,0.018297044560313225
578,0.008724909275770187,0.01911277510225773
579,0.005133030936121941,0.020190468057990074
580,0.005832899361848831,0.020943984389305115
581,0.009650193154811859,0.023475321009755135
582,0.013372845947742462,0.025953352451324463
583,0.008853791281580925,0.026191996410489082
584,0.010113094002008438,0.02377414144575596
585,0.01441187970340252,0.024776000529527664
586,0.008276833221316338,0.027936089783906937
587,0.01951126754283905,0.025020912289619446
588,0.012171942740678787,0.021884683519601822
589,0.006607274990528822,0.020188815891742706
590,0.004049552138894796,0.022234782576560974
591,0.013235580176115036,0.028791168704628944
592,0.016072232276201248,0.027998926118016243
593,0.007009011227637529,0.02484777197241783
594,0.008904358372092247,0.02275513857603073
595,0.007365552242845297,0.025754300877451897
596,0.010904897935688496,0.027550801634788513
597,0.010742992162704468,0.029278844594955444
598,0.00856537465006113,0.028777530416846275
599,0.009483199566602707,0.02785724774003029
600,0.010418076068162918,0.032951321452856064
601,0.012376630678772926,0.038079313933849335
602,0.009132484905421734,0.040216002613306046
603,0.010062876157462597,0.03757264092564583
604,0.006955997087061405,0.036170199513435364
605,0.004137509502470493,0.03522701561450958
606,0.005023936275392771,0.03420951962471008
607,0.0033686531241983175,0.03270817548036575
608,0.0047353110276162624,0.030612468719482422
609,0.006359821185469627,0.027680257335305214
610,0.01346807461231947,0.026043111458420753
611,0.005053345579653978,0.022897059097886086
612,0.01304871216416359,0.024830596521496773
613,0.009273399598896503,0.02617766708135605
614,0.01630794256925583,0.03065197542309761
615,0.018550928682088852,0.03387451171875
616,0.005704155191779137,0.03691671043634415
617,0.008085007779300213,0.040283698588609695
618,0.018068358302116394,0.04284900426864624
619,0.01465882919728756,0.04596400633454323
620,0.026017703115940094,0.04141462594270706
621,0.011638615280389786,0.03419985994696617
622,0.010364015586674213,0.031212640926241875
623,0.004453589208424091,0.030062470585107803
624,0.011354852467775345,0.03280280902981758
625,0.008574198931455612,0.03574184328317642
626,0.014732721261680126,0.037606433033943176
627,0.004671761766076088,0.03802311792969704
628,0.004291819408535957,0.038082677870988846
629,0.011428378522396088,0.03718985617160797
630,0.006563226692378521,0.03538734093308449
631,0.0067484378814697266,0.03231533244252205
632,0.00617986312136054,0.03003714419901371
633,0.013516970910131931,0.03151535987854004
634,0.008953606709837914,0.034185104072093964
635,0.010005858726799488,0.04000990837812424
636,0.007422914728522301,0.04754006862640381
637,0.013795490376651287,0.04672067612409592
638,0.007923598401248455,0.04313892871141434
639,0.00859491154551506,0.03972120210528374
640,0.0071570370346307755,0.03934571146965027
641,0.010786600410938263,0.03834005445241928
642,0.004970069043338299,0.03564208000898361
643,0.00947173684835434,0.032221585512161255
644,0.004926576279103756,0.034427445381879807
645,0.013700566254556179,0.04155498743057251
646,0.026309985667467117,0.0373777337372303
647,0.012352107092738152,0.03554733470082283
648,0.004770470317453146,0.03743426874279976
649,0.015730462968349457,0.03869764134287834
650,0.009741394780576229,0.04015003889799118
651,0.017171626910567284,0.04599453881382942
652,0.00883262138813734,0.057046882808208466
653,0.016963083297014236,0.066844142973423
654,0.005976748652756214,0.07591640949249268
655,0.019972745329141617,0.06736736744642258
656,0.0255972258746624,0.04101312905550003
657,0.019054338335990906,0.036382295191287994
658,0.013429650105535984,0.044151436537504196
659,0.011745261028409004,0.05011562258005142
660,0.0139914620667696,0.05116560310125351
661,0.015991371124982834,0.049162060022354126
662,0.010234604589641094,0.04871354252099991
663,0.006284581031650305,0.05115615203976631
664,0.0037804520688951015,0.054648399353027344
665,0.004023774992674589,0.05691484361886978
666,0.008078533224761486,0.05366121605038643
667,0.003305791411548853,0.049577802419662476
668,0.0037399244029074907,0.045424334704875946
669,0.005716252140700817,0.04324352741241455
670,0.005200348328799009,0.04362635686993599
671,0.0022914637811481953,0.04543088749051094
672,0.004437764175236225,0.04716455191373825
673,0.004723855759948492,0.04899462312459946
674,0.0040190857835114,0.05165110155940056
675,0.0013270019553601742,0.05669127404689789
676,0.004466840997338295,0.05959353595972061
677,0.009342782199382782,0.05377228930592537
678,0.0021894043311476707,0.04787535220384598
679,0.006360248662531376,0.046442341059446335
680,0.006363279186189175,0.04646629840135574
681,0.01069973036646843,0.04994511976838112
682,0.008416218683123589,0.055645525455474854
683,0.004342966713011265,0.062046729028224945
684,0.007400304079055786,0.06441128253936768
685,0.012300664559006691,0.061601847410202026
686,0.01407758891582489,0.05715789645910263
687,0.005050247069448233,0.05169280618429184
688,0.00200366647914052,0.047223757952451706
689,0.004998949356377125,0.04562823474407196
690,0.004656011238694191,0.04440872371196747
691,0.008732061833143234,0.04576481133699417
692,0.007415724918246269,0.04998556524515152
693,0.013216158375144005,0.057213228195905685
694,0.009234987199306488,0.06710729748010635
695,0.006206754595041275,0.07092490792274475
696,0.010641062632203102,0.06622344255447388
697,0.00968274474143982,0.05637944117188454
698,0.011243732646107674,0.05121365562081337
